Sentiment,Date,Username,Tweet
0,Mon Apr 06 22:28:38 PDT 2009,  luimoral85,I don't understand... I really don't                                                                                            
0,Mon Apr 06 22:28:38 PDT 2009,  ceironous,HEROES just isn't doing it for me this season...                                                                                 
0,Mon Apr 06 22:28:45 PDT 2009,  brandonmcb,Living not downtown sure isn't much fun.                                                                                        
0,Mon Apr 06 22:28:48 PDT 2009,  mannyrique,@jonathanchard Not calorie wise   I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!  
0,Mon Apr 06 22:28:51 PDT 2009,  styletrain,Man Work is Hard                                                                                                                
0,Mon Apr 06 22:30:34 PDT 2009,  kscud,getting sick  time for some hot tea studying and then sleeeep                                                                        
0,Mon Apr 06 22:30:34 PDT 2009,  kirstenj0y,Getting eyebrows waxed. More pain                                                                                               
0,Mon Apr 06 22:30:45 PDT 2009,  marculus,No phantasy star yesterday  going to work...                                                                                      
0,Mon Apr 06 22:30:50 PDT 2009,  andrewofthediaz,Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh wel
0,Mon Apr 06 22:30:54 PDT 2009,  dbmendel,Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too 
0,Mon Apr 06 22:30:55 PDT 2009,  erks,is alone downstairs...working                                                                                                         
0,Mon Apr 06 22:30:56 PDT 2009,  ringleaderkanon,I feel bad for doing it                                                                                                    
0,Mon Apr 06 22:31:05 PDT 2009,  babibabs,@RyanSeacrest is it just me or she hates anoop. i mean seriously she's kinda mean to him.                                         
0,Mon Apr 06 22:31:09 PDT 2009,  ace587,@pinkserendipity yes sprint has 4g only in baltimore and chicago so far                                                             
0,Mon Apr 06 22:31:15 PDT 2009,  ktribb80,I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday.                            
0,Mon Apr 06 22:31:18 PDT 2009,  OliviaFox,Thanks for bursting my bubble                                                                                                    
0,Mon Apr 06 22:31:29 PDT 2009,  IluvJoelMadden,Going to school soon... can't find anything to wear!! gosh it's so hard                                                     
0,Mon Apr 06 22:31:31 PDT 2009,  easyausguy,@marieclr I was serious  LOL                                                                                                    
0,Mon Apr 06 22:31:37 PDT 2009,  Hollywood_Trey,@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted  Sad day in history                                
0,Mon Apr 06 22:31:35 PDT 2009,  EcoTravelTV,Crazy wind today = no birding  http://ff.im/1XTTi                                                                              
0,Mon Apr 06 22:31:40 PDT 2009,  AshaleaMay,currently at work..                                                                                                             
0,Mon Apr 06 22:31:41 PDT 2009,  AthenaA42,Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh.                               
0,Mon Apr 06 22:31:43 PDT 2009,  Missy__,@penndbad send me the DVD cos I have missed out on heaps  NOT happy about that!                                                    
0,Mon Apr 06 22:31:45 PDT 2009,  BrettFair,i don't see the big deal with this website                                                                                       
0,Mon Apr 06 22:31:48 PDT 2009,  mydwynter,@machineplay I'm so sorry you're having to go through this. Again.  #therapyfail                                                 
0,Mon Apr 06 22:31:50 PDT 2009,  jhenkens,@ColinDeMar Far too out of the way for rail.  any other tips?                                                                     
0,Mon Apr 06 22:31:54 PDT 2009,  sarah_katie,I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps?  So heart wrenching.                         
0,Mon Apr 06 22:31:56 PDT 2009,  amanda5280,Today I realized I am too good at hiding things even I can't find it                                                            
0,Mon Apr 06 22:31:57 PDT 2009,  Shabbybebe,Staying at a friends house...house sitting neighbors are SO loud-having a party                                                 
0,Mon Apr 06 22:31:59 PDT 2009,  fatkat309,@dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!  
0,Mon Apr 06 22:32:02 PDT 2009,  blackheartbunny,Check out my mug  http://www.erika-obscura.blogspot.com                                                                    
0,Mon Apr 06 22:32:06 PDT 2009,  szrhnds602,Borders closed at 10                                                                                                            
0,Mon Apr 06 22:32:12 PDT 2009,  schammy,Downloading NIN's new album &quotthe slip&quot - when the hell did this come out? I'm so behind the times these days               
0,Mon Apr 06 22:32:16 PDT 2009,  mariotani,Just woke up an already have written some e-mail... I've to go early at University today as I have to teach at 8:30 AM!          
0,Mon Apr 06 22:32:20 PDT 2009,  Jaderade14,is watching the hill . . .and its making me sad                                                                                 
0,Mon Apr 06 22:32:22 PDT 2009,  LeeseEllen,So many channels.... yet so so boring... lazy day again  may have to find a hobby                                               
0,Mon Apr 06 22:32:23 PDT 2009,  FNFKayCee,@supersport I miss my buddy  ill be in NY on the 25th                                                                            
0,Mon Apr 06 22:32:28 PDT 2009,  CaddyStage,@robluketic  love the french. I tell people here in the south i'm qtr. french and they snarl at me.  french are beautiful people
0,Mon Apr 06 22:32:28 PDT 2009,  ha_nobita,Opps.. As I said.. I still got one day remain and now problem come                                                               
0,Mon Apr 06 22:32:30 PDT 2009,  tchviolin,I activated my Selfcontrol block early meaning I can't check out the new QC.  Regularizing my internal clock is might be difficult. #f
0,Mon Apr 06 22:32:31 PDT 2009,  DreamActivist23,@HillyDoP  oH NO                                                                                                           
0,Mon Apr 06 22:32:36 PDT 2009,  msbutt3rfly14,spencer is not a good guy.                                                                                                   
0,Mon Apr 06 22:32:35 PDT 2009,  Karmatical,@goodlaura What about Reese dying on #TTSC? And season finale next week.  #24 boring Madame President is a crazy woman.         
0,Mon Apr 06 22:32:38 PDT 2009,  Jana1976,@JonathanRKnight I hate the limited letterstoo.Hope you and the guys are fine?I pray for my dogshe�s not well                     
0,Mon Apr 06 22:32:40 PDT 2009,  AmyJade,didn't get shit done today ~ i'm so screwed                                                                                        
0,Mon Apr 06 22:32:50 PDT 2009,  tantrixie,wanttss to go out                                                                                                                
0,Mon Apr 06 22:32:51 PDT 2009,  supersharayah,Is not going to sleep tonite.                                                                                                
0,Mon Apr 06 22:32:54 PDT 2009,  bluepaintred,too worried and tired to post tonight                                                                                         
0,Mon Apr 06 22:32:58 PDT 2009,  AmyJade,couldn't get shit done today ~ i'm so screwed                                                                                      
0,Mon Apr 06 22:33:00 PDT 2009,  bovinemammal,Job Interview in Cardiff today wish me luck! Got about 3 hours sleep                                                          
0,Mon Apr 06 22:33:01 PDT 2009,  jessejoseph,@stustone Your show is whack. Way worse than whack it's wiggety-whack.    :*(:*(:*(                                            
0,Mon Apr 06 22:33:11 PDT 2009,  lennytoups,@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help   He might be dead by
0,Mon Apr 06 22:33:13 PDT 2009,  paulverhoeven,@eloquentembrace You're going to kill me but I've not seen DS9. I've been waiting till I can do it in one solid week sitting. 
0,Mon Apr 06 22:33:13 PDT 2009,  Britty88,@cheechbud i think ur right!! hahaha!! 4.5 hrs now!!                                                                              
0,Mon Apr 06 22:33:16 PDT 2009,  stephaniekmusic,i hate to see the spartans so sad                                                                                          
0,Mon Apr 06 22:33:20 PDT 2009,  Jemimus,My mind and body are severely protesting this &quotgetting up&quot  thing. Had nightmares to boot                                  
0,Mon Apr 06 22:33:21 PDT 2009,  Sweetpineapple,@MySteezRadio I'm goin' to follow u since u didn't  LOL  GO ANGELS!                                                         
0,Mon Apr 06 22:33:25 PDT 2009,  Artiel87,@mandayyy                                                                                                                         
0,Mon Apr 06 22:33:31 PDT 2009,  treehugger25,@twista202 I think I want to read some books but the library doesn't have them                                                
0,Mon Apr 06 22:33:32 PDT 2009,  Mirlina,My nap was interrupted so many times today  Going out for Japanese with the 'rents again...                                        
0,Mon Apr 06 22:33:32 PDT 2009,  g_rose86,Kind of longs for the bus that shows up at the end of Ghost World right now. Ugh.                                                 
0,Mon Apr 06 22:33:34 PDT 2009,  omgseriouslywtf,@GuruMN but this is canada  canada is weird. we're supposed to get snow through wednesday. ugh.                            
0,Mon Apr 06 22:33:35 PDT 2009,  DjGundam,Awwh babs... you look so sad underneith that shop entrance of &quotYesterday's Musik&quot  O-: I like the look of the new transformer 
0,Mon Apr 06 22:33:35 PDT 2009,  stacyc37,sad that the 'feet' of my macbook just fell off                                                                                   
